0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254
0.8504136260552189,0.81656644447422,0.7866425368207342,0.756263052162963,0.7103861984782256,0.6680024476387132,0.6379499952349255,0.6178163108001016,0.6007413517322777,0.5817899456502524,0.5789850986293565,0.5789837665710431,0.5789837665710431,0.5789837665710431,0.578943925365786,0.5707961174462057,0.5612225783082447,0.576500012292096,0.5749581494751292,0.5603359237842405,0.5667306288858911,0.5787585558681525,0.5664852905801587,0.5596595098682604,0.5596361901266289,0.5596485160266016,0.5644618312769736,0.5784796915886878,0.5789837665710431,0.5781245933024182,0.5644777202124747,0.5661515215052768,0.5675280389370485,0.5795494114612434,0.5942682317461503,0.6033757717730754,0.6375224297475865,0.6470843377178488,0.6271554426145505,0.5982433166696643,0.5754043466735466,0.5601782459232756,0.5596361901266289,0.5596229440134364,0.552988226911828,0.5198094948700218,0.47990783577733254,0.44878353419443995,0.44521262539014295,0.4743044713314446,0.5203516004825901,0.573229091148876,0.6201929172931955,0.6485704293304235,0.5996710499682023,0.5418000740941289,0.49766598398394546,0.4399570850121548,0.39411185521444425,0.3391244601326049,0.28900572625528076,0.23867521811279646,0.18991192957111158,0.13933216395890868,0.09703991765672759,0.057075011788910945,0.017495564828704513,0.0,0.026544633928931916,0.07010411294209984,0.11374097433794716,0.1588745798590101,0.21183207230984946,0.26466567762519144,0.3123159439804728,0.3715143595162975,0.4168528429117262,0.4715419734766546,0.5163250652088398,0.5618910745339396,0.6005296881844231,0.6292981385613796,0.638805971575231,0.6547600843288008,0.6635918383672914,0.6781196362821826,0.6947646225369484,0.7137830086342785,0.737111991516012,0.7629745788717357,0.7847637014550823,0.8154486443842837,0.8489294237687055,0.8756401488097869,0.9134532644592346,0.9491014898838235,0.9809786580253399,1.0,0.9888107610424215,0.9511629171735971,0.9198548657507506,0.8844155182221876,0.8590780733023409,0.8199991174356365,0.7808916122911098,0.7509149813945393,0.7219886607593673,0.7003980741350873,0.67536709349912,0.6445690020287818,0.6381638978000979,0.652700458277903,0.6414389293958447,0.6431018925068979,0.67064940514555,0.6934564951179842,0.6901568325998602,0.6786233170342895,0.6941213698668536,0.6883280946438965,0.6769796518380122,0.6917461941579677,0.6944484719149431,0.679934120457645,0.6757306432259171,0.675745634828179,0.6826003517544201,0.6830816368762656,0.6757483000019144,0.6757216487931137,0.67534385165041,0.6618741999334392,0.6563398148821453,0.6474625998670049,0.6371898136191709,0.6432018620450934,0.6581102882810446,0.6837048145641429,0.7132668984275878,0.7082506035277802,0.68198715801257,0.6598602476066402,0.6385163055007284,0.633937809020924,0.6187977326145657,0.6176070071702258,0.6062842965071371,0.566154375144329,0.5240478777034703,0.4964288183075882,0.4857542638650303,0.5144589098042216,0.5604633605108544,0.6108946001475091,0.6633408212062579,0.6474175862596656,0.6037751954506265,0.5476513482857515,0.49903141872009327,0.4471687969215403,0.39310584117141145,0.3465162098498791,0.28919648977793644,0.24539601385095278,0.2009681768822995,0.14604029911556848,0.08694892369961149,0.04639717842150137,0.020967813340941,0.020096899825969405,0.04699719348972131,0.09891259216865977,0.1432522018110589,0.19830786840077463,0.24344297357046285,0.2977065761880202,0.3436337453298641,0.397105283975268,0.44384737084833903,0.5013637591762099,0.5446948196319199,0.5886495580703457,0.6254444534187455,0.6463816833592517,0.6662614966589553,0.6756644629625965,0.6759362848865611,0.6876238048022874,0.7011750750327441,0.7207584696194713,0.7357377447130249,0.7600903741785747,0.7900629267020718,0.8200534348188642,0.8565655673065069,0.8963304784766768,0.925391529759755,0.9431947822352797,0.9303739233804715,0.9062873014638502,0.8681067973134149,0.8374924210913455,0.7955145286431033,0.7581779390314023,0.7203096310226096,0.6888393633615424,0.6532306248129389,0.6193445365468517,0.5901016092467772,0.5751982745202051,0.5659424550954264,0.5622096799641882,0.5670994589775695,0.5774385090329064,0.56153153397609,0.5596369069925986,0.5591665545550879,0.545296325374121,0.5369789079427774,0.5219489174360996,0.5209636043292054,0.5276311723208029,0.5472846180044373,0.5595373771954901,0.5596361901266289,0.5596361901266289,0.5597719667686243,0.5699115463043016,0.5789291846469329,0.5755384145158331,0.5664455398273187,0.5786750597841883,0.5789837665710431,0.579012416660146,0.5869813245949076,0.6075079997665784,0.6337776439625391,0.6526823800910915,0.6476776796779466,0.6136957915501742,0.5883783109198841,0.5636905946876687,0.5718247605464617,0.5623036482717838,0.5596371302787198,0.55791676827599,0.5209173843494517,0.4767758113524212,0.4466150176742212,0.4303389554070578,0.44975997050080263,0.4870837634628731,0.5396102264082026,0.5927421113023312,0.6364609120858451
